"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "regulation"
"197" "SLC36A2" "259.464135558782" "-2.87079067906621" "0.691505315346828" "-4.15150920080253" "3.30289983760154e-05" "0.00456707682291865"
"198" "SLC4A11" "244.324014389212" "-1.85375197373583" "0.390737228060633" "-4.74424201383794" "2.09288515995596e-06" "0.000680864786890379"
"199" "SLC4A9" "60.2786451445959" "-2.43133006620919" "0.600835175245545" "-4.04658409890128" "5.1970458666469e-05" "0.00592623962175066"
"200" "SLC52A1" "47.71066431741" "-1.89651624340725" "0.452884198482149" "-4.18764057073191" "2.81869440254689e-05" "0.00412948063398294"
"201" "SLC9A2" "259.573920005767" "-3.2856437778367" "0.663816333267566" "-4.94962780090611" "7.43555394375723e-07" "0.000335692498660811"
"202" "SLC9C2" "15.1554930025601" "-2.04983739977989" "0.499410188809422" "-4.10451657918041" "4.0516121630907e-05" "0.00515152537982459"
"203" "SLCO1A2" "47.7313625263767" "-3.80103696731633" "0.676029607373944" "-5.6225894929093" "1.88116056924204e-08" "2.19026495330381e-05"
"204" "SLN" "19.0381506178609" "-2.60498778488398" "0.648337995306091" "-4.01794712594953" "5.87073656300124e-05" "0.00642932842805512"
"205" "SLPI" "1344.98380440917" "-2.69601814251622" "0.655992580979198" "-4.10983023389057" "3.95950101738153e-05" "0.00515152537982459"
"206" "SMCO3" "89.8626506102602" "-1.97875713370071" "0.411987423059917" "-4.80295519461264" "1.56340879047239e-06" "0.0005940144576367"
"207" "SMIM5" "364.902092355295" "-2.04126980652184" "0.46901941709888" "-4.35220746114972" "1.34773637941094e-05" "0.0025266630665533"
"208" "SNORA28" "3.62885034114735" "2.38539788434801" "0.409369372734649" "5.8270062276843" "5.64305073482245e-09" "8.32237122371615e-06"
"209" "SPTBN2" "2114.98944858645" "-3.68752434083915" "0.594851394382037" "-6.19906816335186" "5.67984309696792e-10" "2.09415814985207e-06"
"210" "SRARP" "13.2535947720897" "-2.82222895139842" "0.678687071876951" "-4.15836556838098" "3.20532775368312e-05" "0.00452086174551168"
"211" "SSTR5" "13.7417352740461" "-2.73999432380783" "0.683274385072006" "-4.01009372467414" "6.06946508496883e-05" "0.0065754562823564"
"212" "SSTR5-AS1" "17.987136672461" "-3.16968577810179" "0.682620811308672" "-4.64340630345725" "3.4271144924293e-06" "0.00099756087896738"
"213" "STAP1" "114.773404747135" "-2.00790523417226" "0.480476900079535" "-4.17898390919498" "2.92814399797544e-05" "0.00423375173354332"
"214" "SULT2B1" "59.8852102195424" "-2.01619608467612" "0.456163081084965" "-4.41990193480955" "9.87457008060909e-06" "0.00206677780196929"
"215" "SYN2" "67.5907138440877" "-1.5558828453996" "0.37902834017796" "-4.10492483139673" "4.04446369507747e-05" "0.00515152537982459"
"216" "SYT3" "27.5097204271558" "-1.66380544534558" "0.403852206123207" "-4.11983745568047" "3.79139769307358e-05" "0.00500664669512504"
"217" "SYT5" "17.9085244030378" "-1.60884395897005" "0.396147312653347" "-4.06122648717269" "4.88155852766924e-05" "0.00574363162357079"
"218" "SYT7" "273.850787067527" "-2.05831843542088" "0.445525245182572" "-4.61998160076743" "3.83774075460288e-06" "0.00102287350570271"
"219" "TBC1D3D" "5.28445082259142" "-5.08238311200877" "1.19605809186904" "-4.24927781230652" "2.14460810498435e-05" "0.0033887871784617"
"220" "TDRD5" "27.6873452261318" "-2.48757073120823" "0.604012569778369" "-4.11840888033339" "3.81497360053635e-05" "0.00500664669512504"
"221" "TF" "499.771660942341" "-3.15409824145557" "0.545882663109291" "-5.77797840929798" "7.56035072141571e-09" "1.04531299161974e-05"
"222" "TMC3" "11.9006217239151" "-2.02965502886842" "0.506543360379676" "-4.00687322670088" "6.15278659455643e-05" "0.0065754562823564"
"223" "TMEM213" "1376.5976435053" "-3.92118604144122" "0.800437639012568" "-4.89880266784862" "9.64224210440357e-07" "0.000418246431046305"
"224" "TMEM30B" "846.711783274195" "-2.37286601512003" "0.478310730431048" "-4.96092992306828" "7.01565004494814e-07" "0.000326541396774497"
"225" "TMPRSS2" "951.038816566284" "-4.05645152954273" "0.675499157775789" "-6.0051170794933" "1.91193887338608e-09" "4.49964050817798e-06"
"226" "TNNT1" "47.9063342840402" "-2.86598669440946" "0.542062070052722" "-5.28719283776987" "1.24207682047808e-07" "8.32643134018669e-05"
"227" "TNS4" "64.8924309482331" "-1.67426292941768" "0.42537481510622" "-3.93597098361266" "8.28609850104397e-05" "0.00825698518198625"
"228" "TPSG1" "228.279583182047" "-2.74531418704441" "0.56114876392816" "-4.89231085145163" "9.96588767563511e-07" "0.000423971859923846"
"229" "TRIM29" "218.300517054821" "-1.94408426525911" "0.494460040812569" "-3.93173179791092" "8.43361245406084e-05" "0.00832894529949705"
"230" "TRIM54" "124.644357277978" "-2.57701008369334" "0.484458083512285" "-5.31936646615578" "1.0412920643583e-07" "7.19858220241701e-05"
"231" "TRIM63" "82.4054931113417" "-3.11168625190577" "0.58409034570333" "-5.32740572549414" "9.96254580799587e-08" "7.10940123756402e-05"
"232" "TSKU" "2952.19829111413" "-1.38511146089043" "0.352116652636787" "-3.93367212404802" "8.36578818405888e-05" "0.00829901193756729"
"233" "UGT1A8" "17.6662667669923" "-2.54727550791304" "0.601467028301002" "-4.23510415044442" "2.28445799826098e-05" "0.00353404054807898"
"234" "UGT2A1" "15.0760646196338" "-3.77732532489823" "0.908416521532432" "-4.15814247689613" "3.20845897317301e-05" "0.00452086174551168"
"235" "UGT2B4" "8.36285419608338" "-2.96827030140723" "0.720836132196036" "-4.11781564329241" "3.82480468075279e-05" "0.00500664669512504"
"236" "VGLL1" "14.1937995942799" "-4.36223160860199" "0.963886933277606" "-4.52566733503549" "6.02052214156778e-06" "0.00143210742812648"
"237" "VNN2" "524.203258097782" "1.30880423519697" "0.297773009138111" "4.39530849013227" "1.10615549088952e-05" "0.0022245792517689"
"238" "VSTM2L" "41.3018693877722" "-1.8455170269437" "0.45376475069572" "-4.06712294005676" "4.7597135569783e-05" "0.00563071568489166"
"239" "VTCN1" "330.8098911476" "-2.85005302890307" "0.615236917724384" "-4.63244799977989" "3.61367118794416e-06" "0.00100095492445496"
"240" "VTN" "62.7140841300382" "-1.58660490144107" "0.367502176486022" "-4.31726668019181" "1.57973252788185e-05" "0.00281829378885503"
"241" "VWA5B1" "41.9965655204887" "-2.44688786188097" "0.598559622944528" "-4.08796010971114" "4.35182958989964e-05" "0.00531884940263866"
"242" "VWC2" "25.3669808582164" "-2.78148817657228" "0.631651275288378" "-4.4035186587764" "1.06509118688612e-05" "0.0021816617811384"
"243" "WFDC12" "5.59607578626037" "-3.47101207156451" "0.883927324378568" "-3.92680707546263" "8.60809722545542e-05" "0.00842603216024446"
"244" "WT1" "306.101515117173" "-2.57365788242001" "0.542231019562609" "-4.74642318415508" "2.07045302989658e-06" "0.000680864786890379"
"245" "WT1-AS" "33.4836062889437" "-2.14892040951766" "0.553832637559679" "-3.88008987514048" "0.000104417874117664" "0.00929058187587937"
"246" "XDH" "39.092369943328" "-2.36151891021331" "0.576215169732355" "-4.09832825350678" "4.1614484548377e-05" "0.00515152537982459"
"247" "ZNF114" "53.8860949221004" "-1.32078071719432" "0.325361503718845" "-4.05942529186135" "4.91936436613888e-05" "0.00574363162357079"
